"REF_DATE","GEO","DGUID","Selected characteristics of health care access and experiences","Indigenous group","Gender","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024","Canada","2021A000011124","Total, any prescriptions for medication in the past 12 months","First Nations","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834558","1.27.1.2.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, any prescriptions for medication in the past 12 months","First Nations","Men+","High 95% confidence interval","Percent","239","units","0","v1663834559","1.27.1.2.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, any prescriptions for medication in the past 12 months","First Nations","Women+","Percentage","Percent","239","units","0","v1663834560","1.27.1.3.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, any prescriptions for medication in the past 12 months","First Nations","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834561","1.27.1.3.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, any prescriptions for medication in the past 12 months","First Nations","Women+","High 95% confidence interval","Percent","239","units","0","v1663834562","1.27.1.3.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, any prescriptions for medication in the past 12 months","Métis","Total, gender","Percentage","Percent","239","units","0","v1663834563","1.27.2.1.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, any prescriptions for medication in the past 12 months","Métis","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834564","1.27.2.1.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, any prescriptions for medication in the past 12 months","Métis","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834565","1.27.2.1.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, any prescriptions for medication in the past 12 months","Métis","Men+","Percentage","Percent","239","units","0","v1663834566","1.27.2.2.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, any prescriptions for medication in the past 12 months","Métis","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834567","1.27.2.2.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, any prescriptions for medication in the past 12 months","Métis","Men+","High 95% confidence interval","Percent","239","units","0","v1663834568","1.27.2.2.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, any prescriptions for medication in the past 12 months","Métis","Women+","Percentage","Percent","239","units","0","v1663834569","1.27.2.3.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, any prescriptions for medication in the past 12 months","Métis","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834570","1.27.2.3.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, any prescriptions for medication in the past 12 months","Métis","Women+","High 95% confidence interval","Percent","239","units","0","v1663834571","1.27.2.3.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, any prescriptions for medication in the past 12 months","Inuk (Inuit)","Total, gender","Percentage","Percent","239","units","0","v1663834572","1.27.3.1.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, any prescriptions for medication in the past 12 months","Inuk (Inuit)","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834573","1.27.3.1.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, any prescriptions for medication in the past 12 months","Inuk (Inuit)","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834574","1.27.3.1.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, any prescriptions for medication in the past 12 months","Inuk (Inuit)","Men+","Percentage","Percent","239","units","0","v1663834575","1.27.3.2.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, any prescriptions for medication in the past 12 months","Inuk (Inuit)","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834576","1.27.3.2.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, any prescriptions for medication in the past 12 months","Inuk (Inuit)","Men+","High 95% confidence interval","Percent","239","units","0","v1663834577","1.27.3.2.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, any prescriptions for medication in the past 12 months","Inuk (Inuit)","Women+","Percentage","Percent","239","units","0","v1663834578","1.27.3.3.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, any prescriptions for medication in the past 12 months","Inuk (Inuit)","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834579","1.27.3.3.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, any prescriptions for medication in the past 12 months","Inuk (Inuit)","Women+","High 95% confidence interval","Percent","239","units","0","v1663834580","1.27.3.3.3","100.0","","","","1"
"2024","Canada","2021A000011124","Yes, had a prescription for medication","First Nations","Total, gender","Percentage","Percent","239","units","0","v1663834581","1.28.1.1.1","79.3","","","","1"
"2024","Canada","2021A000011124","Yes, had a prescription for medication","First Nations","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834582","1.28.1.1.2","75.5","","","","1"
"2024","Canada","2021A000011124","Yes, had a prescription for medication","First Nations","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834583","1.28.1.1.3","82.8","","","","1"
"2024","Canada","2021A000011124","Yes, had a prescription for medication","First Nations","Men+","Percentage","Percent","239","units","0","v1663834584","1.28.1.2.1","72.7","","","","1"
"2024","Canada","2021A000011124","Yes, had a prescription for medication","First Nations","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834585","1.28.1.2.2","66.4","","","","1"
"2024","Canada","2021A000011124","Yes, had a prescription for medication","First Nations","Men+","High 95% confidence interval","Percent","239","units","0","v1663834586","1.28.1.2.3","78.4","","","","1"
"2024","Canada","2021A000011124","Yes, had a prescription for medication","First Nations","Women+","Percentage","Percent","239","units","0","v1663834587","1.28.1.3.1","84.5","","","","1"
"2024","Canada","2021A000011124","Yes, had a prescription for medication","First Nations","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834588","1.28.1.3.2","80.0","","","","1"
"2024","Canada","2021A000011124","Yes, had a prescription for medication","First Nations","Women+","High 95% confidence interval","Percent","239","units","0","v1663834589","1.28.1.3.3","88.3","","","","1"
"2024","Canada","2021A000011124","Yes, had a prescription for medication","Métis","Total, gender","Percentage","Percent","239","units","0","v1663834590","1.28.2.1.1","78.9","","","","1"
"2024","Canada","2021A000011124","Yes, had a prescription for medication","Métis","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834591","1.28.2.1.2","73.2","","","","1"
"2024","Canada","2021A000011124","Yes, had a prescription for medication","Métis","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834592","1.28.2.1.3","84.0","","","","1"
"2024","Canada","2021A000011124","Yes, had a prescription for medication","Métis","Men+","Percentage","Percent","239","units","0","v1663834593","1.28.2.2.1","74.4","","","","1"
"2024","Canada","2021A000011124","Yes, had a prescription for medication","Métis","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834594","1.28.2.2.2","67.6","","","","1"
"2024","Canada","2021A000011124","Yes, had a prescription for medication","Métis","Men+","High 95% confidence interval","Percent","239","units","0","v1663834595","1.28.2.2.3","80.5","","","","1"
"2024","Canada","2021A000011124","Yes, had a prescription for medication","Métis","Women+","Percentage","Percent","239","units","0","v1663834596","1.28.2.3.1","83.0","","","","1"
"2024","Canada","2021A000011124","Yes, had a prescription for medication","Métis","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834597","1.28.2.3.2","74.9","","","","1"
"2024","Canada","2021A000011124","Yes, had a prescription for medication","Métis","Women+","High 95% confidence interval","Percent","239","units","0","v1663834598","1.28.2.3.3","89.4","","","","1"
"2024","Canada","2021A000011124","Yes, had a prescription for medication","Inuk (Inuit)","Total, gender","Percentage","Percent","239","units","0","v1663834599","1.28.3.1.1","61.9","","","","1"
"2024","Canada","2021A000011124","Yes, had a prescription for medication","Inuk (Inuit)","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834600","1.28.3.1.2","55.4","","","","1"
"2024","Canada","2021A000011124","Yes, had a prescription for medication","Inuk (Inuit)","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834601","1.28.3.1.3","68.1","","","","1"
"2024","Canada","2021A000011124","Yes, had a prescription for medication","Inuk (Inuit)","Men+","Percentage","Percent","239","units","0","v1663834602","1.28.3.2.1","49.9","","","","1"
"2024","Canada","2021A000011124","Yes, had a prescription for medication","Inuk (Inuit)","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834603","1.28.3.2.2","41.6","","","","1"
"2024","Canada","2021A000011124","Yes, had a prescription for medication","Inuk (Inuit)","Men+","High 95% confidence interval","Percent","239","units","0","v1663834604","1.28.3.2.3","58.1","","","","1"
"2024","Canada","2021A000011124","Yes, had a prescription for medication","Inuk (Inuit)","Women+","Percentage","Percent","239","units","0","v1663834605","1.28.3.3.1","71.9","","","","1"
"2024","Canada","2021A000011124","Yes, had a prescription for medication","Inuk (Inuit)","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834606","1.28.3.3.2","64.7","","","","1"
"2024","Canada","2021A000011124","Yes, had a prescription for medication","Inuk (Inuit)","Women+","High 95% confidence interval","Percent","239","units","0","v1663834607","1.28.3.3.3","78.4","","","","1"
"2024","Canada","2021A000011124","No, did not have a prescription for medication","First Nations","Total, gender","Percentage","Percent","239","units","0","v1663834608","1.29.1.1.1","20.7","","","","1"
"2024","Canada","2021A000011124","No, did not have a prescription for medication","First Nations","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834609","1.29.1.1.2","17.2","","","","1"
"2024","Canada","2021A000011124","No, did not have a prescription for medication","First Nations","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834610","1.29.1.1.3","24.5","","","","1"
"2024","Canada","2021A000011124","No, did not have a prescription for medication","First Nations","Men+","Percentage","Percent","239","units","0","v1663834611","1.29.1.2.1","27.3","","","","1"
"2024","Canada","2021A000011124","No, did not have a prescription for medication","First Nations","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834612","1.29.1.2.2","21.6","","","","1"
"2024","Canada","2021A000011124","No, did not have a prescription for medication","First Nations","Men+","High 95% confidence interval","Percent","239","units","0","v1663834613","1.29.1.2.3","33.6","","","","1"
"2024","Canada","2021A000011124","No, did not have a prescription for medication","First Nations","Women+","Percentage","Percent","239","units","0","v1663834614","1.29.1.3.1","15.5","","","","1"
"2024","Canada","2021A000011124","No, did not have a prescription for medication","First Nations","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834615","1.29.1.3.2","11.7","","","","1"
"2024","Canada","2021A000011124","No, did not have a prescription for medication","First Nations","Women+","High 95% confidence interval","Percent","239","units","0","v1663834616","1.29.1.3.3","20.0","","","","1"
"2024","Canada","2021A000011124","No, did not have a prescription for medication","Métis","Total, gender","Percentage","Percent","239","units","0","v1663834617","1.29.2.1.1","21.1","","","","1"
"2024","Canada","2021A000011124","No, did not have a prescription for medication","Métis","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834618","1.29.2.1.2","16.0","","","","1"
"2024","Canada","2021A000011124","No, did not have a prescription for medication","Métis","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834619","1.29.2.1.3","26.8","","","","1"
"2024","Canada","2021A000011124","No, did not have a prescription for medication","Métis","Men+","Percentage","Percent","239","units","0","v1663834620","1.29.2.2.1","25.6","","","","1"
"2024","Canada","2021A000011124","No, did not have a prescription for medication","Métis","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834621","1.29.2.2.2","19.5","","","","1"
"2024","Canada","2021A000011124","No, did not have a prescription for medication","Métis","Men+","High 95% confidence interval","Percent","239","units","0","v1663834622","1.29.2.2.3","32.4","","","","1"
"2024","Canada","2021A000011124","No, did not have a prescription for medication","Métis","Women+","Percentage","Percent","239","units","0","v1663834623","1.29.2.3.1","17.0","","","","1"
"2024","Canada","2021A000011124","No, did not have a prescription for medication","Métis","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834624","1.29.2.3.2","10.6","","","","1"
"2024","Canada","2021A000011124","No, did not have a prescription for medication","Métis","Women+","High 95% confidence interval","Percent","239","units","0","v1663834625","1.29.2.3.3","25.1","","","","1"
"2024","Canada","2021A000011124","No, did not have a prescription for medication","Inuk (Inuit)","Total, gender","Percentage","Percent","239","units","0","v1663834626","1.29.3.1.1","38.1","","","","1"
"2024","Canada","2021A000011124","No, did not have a prescription for medication","Inuk (Inuit)","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834627","1.29.3.1.2","31.9","","","","1"
"2024","Canada","2021A000011124","No, did not have a prescription for medication","Inuk (Inuit)","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834628","1.29.3.1.3","44.6","","","","1"
"2024","Canada","2021A000011124","No, did not have a prescription for medication","Inuk (Inuit)","Men+","Percentage","Percent","239","units","0","v1663834629","1.29.3.2.1","50.1","","","","1"
"2024","Canada","2021A000011124","No, did not have a prescription for medication","Inuk (Inuit)","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834630","1.29.3.2.2","41.9","","","","1"
"2024","Canada","2021A000011124","No, did not have a prescription for medication","Inuk (Inuit)","Men+","High 95% confidence interval","Percent","239","units","0","v1663834631","1.29.3.2.3","58.4","","","","1"
"2024","Canada","2021A000011124","No, did not have a prescription for medication","Inuk (Inuit)","Women+","Percentage","Percent","239","units","0","v1663834632","1.29.3.3.1","28.1","","","","1"
"2024","Canada","2021A000011124","No, did not have a prescription for medication","Inuk (Inuit)","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834633","1.29.3.3.2","21.6","","","","1"
"2024","Canada","2021A000011124","No, did not have a prescription for medication","Inuk (Inuit)","Women+","High 95% confidence interval","Percent","239","units","0","v1663834634","1.29.3.3.3","35.3","","","","1"
"2024","Canada","2021A000011124","Total, cost-related non-adherence to prescription medication","First Nations","Total, gender","Percentage","Percent","239","units","0","v1663834635","1.30.1.1.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, cost-related non-adherence to prescription medication","First Nations","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834636","1.30.1.1.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, cost-related non-adherence to prescription medication","First Nations","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834637","1.30.1.1.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, cost-related non-adherence to prescription medication","First Nations","Men+","Percentage","Percent","239","units","0","v1663834638","1.30.1.2.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, cost-related non-adherence to prescription medication","First Nations","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834639","1.30.1.2.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, cost-related non-adherence to prescription medication","First Nations","Men+","High 95% confidence interval","Percent","239","units","0","v1663834640","1.30.1.2.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, cost-related non-adherence to prescription medication","First Nations","Women+","Percentage","Percent","239","units","0","v1663834641","1.30.1.3.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, cost-related non-adherence to prescription medication","First Nations","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834642","1.30.1.3.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, cost-related non-adherence to prescription medication","First Nations","Women+","High 95% confidence interval","Percent","239","units","0","v1663834643","1.30.1.3.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, cost-related non-adherence to prescription medication","Métis","Total, gender","Percentage","Percent","239","units","0","v1663834644","1.30.2.1.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, cost-related non-adherence to prescription medication","Métis","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834645","1.30.2.1.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, cost-related non-adherence to prescription medication","Métis","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834646","1.30.2.1.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, cost-related non-adherence to prescription medication","Métis","Men+","Percentage","Percent","239","units","0","v1663834647","1.30.2.2.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, cost-related non-adherence to prescription medication","Métis","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834648","1.30.2.2.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, cost-related non-adherence to prescription medication","Métis","Men+","High 95% confidence interval","Percent","239","units","0","v1663834649","1.30.2.2.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, cost-related non-adherence to prescription medication","Métis","Women+","Percentage","Percent","239","units","0","v1663834650","1.30.2.3.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, cost-related non-adherence to prescription medication","Métis","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834651","1.30.2.3.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, cost-related non-adherence to prescription medication","Métis","Women+","High 95% confidence interval","Percent","239","units","0","v1663834652","1.30.2.3.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, cost-related non-adherence to prescription medication","Inuk (Inuit)","Total, gender","Percentage","Percent","239","units","0","v1663834653","1.30.3.1.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, cost-related non-adherence to prescription medication","Inuk (Inuit)","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834654","1.30.3.1.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, cost-related non-adherence to prescription medication","Inuk (Inuit)","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834655","1.30.3.1.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, cost-related non-adherence to prescription medication","Inuk (Inuit)","Men+","Percentage","Percent","239","units","0","v1663834656","1.30.3.2.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, cost-related non-adherence to prescription medication","Inuk (Inuit)","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834657","1.30.3.2.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, cost-related non-adherence to prescription medication","Inuk (Inuit)","Men+","High 95% confidence interval","Percent","239","units","0","v1663834658","1.30.3.2.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, cost-related non-adherence to prescription medication","Inuk (Inuit)","Women+","Percentage","Percent","239","units","0","v1663834659","1.30.3.3.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, cost-related non-adherence to prescription medication","Inuk (Inuit)","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834660","1.30.3.3.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, cost-related non-adherence to prescription medication","Inuk (Inuit)","Women+","High 95% confidence interval","Percent","239","units","0","v1663834661","1.30.3.3.3","100.0","","","","1"
"2024","Canada","2021A000011124","Did not fill or collect a prescription medication","First Nations","Total, gender","Percentage","Percent","239","units","0","v1663834662","1.31.1.1.1","11.5","","","","1"
"2024","Canada","2021A000011124","Did not fill or collect a prescription medication","First Nations","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834663","1.31.1.1.2","8.7","","","","1"
"2024","Canada","2021A000011124","Did not fill or collect a prescription medication","First Nations","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834664","1.31.1.1.3","14.7","","","","1"
"2024","Canada","2021A000011124","Did not fill or collect a prescription medication","First Nations","Men+","Percentage","Percent","239","units","0","v1663834665","1.31.1.2.1","8.9","","","","1"
"2024","Canada","2021A000011124","Did not fill or collect a prescription medication","First Nations","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834666","1.31.1.2.2","5.4","","","","1"
"2024","Canada","2021A000011124","Did not fill or collect a prescription medication","First Nations","Men+","High 95% confidence interval","Percent","239","units","0","v1663834667","1.31.1.2.3","13.5","","","","1"
"2024","Canada","2021A000011124","Did not fill or collect a prescription medication","First Nations","Women+","Percentage","Percent","239","units","0","v1663834668","1.31.1.3.1","13.2","","","","1"
"2024","Canada","2021A000011124","Did not fill or collect a prescription medication","First Nations","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834669","1.31.1.3.2","9.3","","","","1"
"2024","Canada","2021A000011124","Did not fill or collect a prescription medication","First Nations","Women+","High 95% confidence interval","Percent","239","units","0","v1663834670","1.31.1.3.3","18.0","","","","1"
"2024","Canada","2021A000011124","Did not fill or collect a prescription medication","Métis","Total, gender","Percentage","Percent","239","units","0","v1663834671","1.31.2.1.1","11.9","","","","1"
"2024","Canada","2021A000011124","Did not fill or collect a prescription medication","Métis","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834672","1.31.2.1.2","8.7","","","","1"
"2024","Canada","2021A000011124","Did not fill or collect a prescription medication","Métis","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834673","1.31.2.1.3","15.7","","","","1"
"2024","Canada","2021A000011124","Did not fill or collect a prescription medication","Métis","Men+","Percentage","Percent","239","units","0","v1663834674","1.31.2.2.1","11.8","","","","1"
"2024","Canada","2021A000011124","Did not fill or collect a prescription medication","Métis","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834675","1.31.2.2.2","7.2","","","","1"
"2024","Canada","2021A000011124","Did not fill or collect a prescription medication","Métis","Men+","High 95% confidence interval","Percent","239","units","0","v1663834676","1.31.2.2.3","17.9","","","","1"
"2024","Canada","2021A000011124","Did not fill or collect a prescription medication","Métis","Women+","Percentage","Percent","239","units","0","v1663834677","1.31.2.3.1","11.9","","","","1"
"2024","Canada","2021A000011124","Did not fill or collect a prescription medication","Métis","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834678","1.31.2.3.2","7.8","","","","1"
"2024","Canada","2021A000011124","Did not fill or collect a prescription medication","Métis","Women+","High 95% confidence interval","Percent","239","units","0","v1663834679","1.31.2.3.3","17.2","","","","1"
"2024","Canada","2021A000011124","Did not fill or collect a prescription medication","Inuk (Inuit)","Total, gender","Percentage","Percent","239","units","0","v1663834680","1.31.3.1.1","11.1","","","","1"
"2024","Canada","2021A000011124","Did not fill or collect a prescription medication","Inuk (Inuit)","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834681","1.31.3.1.2","6.9","","","","1"
"2024","Canada","2021A000011124","Did not fill or collect a prescription medication","Inuk (Inuit)","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834682","1.31.3.1.3","16.6","","","","1"
"2024","Canada","2021A000011124","Did not fill or collect a prescription medication","Inuk (Inuit)","Men+","Percentage","Percent","239","units","0","v1663834683","1.31.3.2.1","","F","","","1"
"2024","Canada","2021A000011124","Did not fill or collect a prescription medication","Inuk (Inuit)","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834684","1.31.3.2.2","","F","","","1"
"2024","Canada","2021A000011124","Did not fill or collect a prescription medication","Inuk (Inuit)","Men+","High 95% confidence interval","Percent","239","units","0","v1663834685","1.31.3.2.3","","F","","","1"
"2024","Canada","2021A000011124","Did not fill or collect a prescription medication","Inuk (Inuit)","Women+","Percentage","Percent","239","units","0","v1663834686","1.31.3.3.1","13.0","","","","1"
"2024","Canada","2021A000011124","Did not fill or collect a prescription medication","Inuk (Inuit)","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834687","1.31.3.3.2","6.7","","","","1"
"2024","Canada","2021A000011124","Did not fill or collect a prescription medication","Inuk (Inuit)","Women+","High 95% confidence interval","Percent","239","units","0","v1663834688","1.31.3.3.3","22.0","","","","1"
"2024","Canada","2021A000011124","Skipped doses of prescription medication","First Nations","Total, gender","Percentage","Percent","239","units","0","v1663834689","1.32.1.1.1","10.7","","","","1"
"2024","Canada","2021A000011124","Skipped doses of prescription medication","First Nations","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834690","1.32.1.1.2","7.3","","","","1"
"2024","Canada","2021A000011124","Skipped doses of prescription medication","First Nations","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834691","1.32.1.1.3","14.9","","","","1"
"2024","Canada","2021A000011124","Skipped doses of prescription medication","First Nations","Men+","Percentage","Percent","239","units","0","v1663834692","1.32.1.2.1","8.3","","","","1"
"2024","Canada","2021A000011124","Skipped doses of prescription medication","First Nations","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834693","1.32.1.2.2","3.7","","","","1"
"2024","Canada","2021A000011124","Skipped doses of prescription medication","First Nations","Men+","High 95% confidence interval","Percent","239","units","0","v1663834694","1.32.1.2.3","15.6","","","","1"
"2024","Canada","2021A000011124","Skipped doses of prescription medication","First Nations","Women+","Percentage","Percent","239","units","0","v1663834695","1.32.1.3.1","12.2","","","","1"
"2024","Canada","2021A000011124","Skipped doses of prescription medication","First Nations","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834696","1.32.1.3.2","8.2","","","","1"
"2024","Canada","2021A000011124","Skipped doses of prescription medication","First Nations","Women+","High 95% confidence interval","Percent","239","units","0","v1663834697","1.32.1.3.3","17.3","","","","1"
"2024","Canada","2021A000011124","Skipped doses of prescription medication","Métis","Total, gender","Percentage","Percent","239","units","0","v1663834698","1.32.2.1.1","9.7","","","","1"
"2024","Canada","2021A000011124","Skipped doses of prescription medication","Métis","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834699","1.32.2.1.2","6.9","","","","1"
"2024","Canada","2021A000011124","Skipped doses of prescription medication","Métis","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834700","1.32.2.1.3","13.1","","","","1"
"2024","Canada","2021A000011124","Skipped doses of prescription medication","Métis","Men+","Percentage","Percent","239","units","0","v1663834701","1.32.2.2.1","11.2","","","","1"
"2024","Canada","2021A000011124","Skipped doses of prescription medication","Métis","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834702","1.32.2.2.2","6.6","","","","1"
"2024","Canada","2021A000011124","Skipped doses of prescription medication","Métis","Men+","High 95% confidence interval","Percent","239","units","0","v1663834703","1.32.2.2.3","17.5","","","","1"
"2024","Canada","2021A000011124","Skipped doses of prescription medication","Métis","Women+","Percentage","Percent","239","units","0","v1663834704","1.32.2.3.1","8.3","","","","1"
"2024","Canada","2021A000011124","Skipped doses of prescription medication","Métis","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834705","1.32.2.3.2","5.2","","","","1"
"2024","Canada","2021A000011124","Skipped doses of prescription medication","Métis","Women+","High 95% confidence interval","Percent","239","units","0","v1663834706","1.32.2.3.3","12.6","","","","1"
"2024","Canada","2021A000011124","Skipped doses of prescription medication","Inuk (Inuit)","Total, gender","Percentage","Percent","239","units","0","v1663834707","1.32.3.1.1","5.4","","","","1"
"2024","Canada","2021A000011124","Skipped doses of prescription medication","Inuk (Inuit)","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834708","1.32.3.1.2","2.9","","","","1"
"2024","Canada","2021A000011124","Skipped doses of prescription medication","Inuk (Inuit)","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834709","1.32.3.1.3","9.2","","","","1"
"2024","Canada","2021A000011124","Skipped doses of prescription medication","Inuk (Inuit)","Men+","Percentage","Percent","239","units","0","v1663834710","1.32.3.2.1","","F","","","1"
"2024","Canada","2021A000011124","Skipped doses of prescription medication","Inuk (Inuit)","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834711","1.32.3.2.2","","F","","","1"
"2024","Canada","2021A000011124","Skipped doses of prescription medication","Inuk (Inuit)","Men+","High 95% confidence interval","Percent","239","units","0","v1663834712","1.32.3.2.3","","F","","","1"
"2024","Canada","2021A000011124","Skipped doses of prescription medication","Inuk (Inuit)","Women+","Percentage","Percent","239","units","0","v1663834713","1.32.3.3.1","6.7","","","","1"
"2024","Canada","2021A000011124","Skipped doses of prescription medication","Inuk (Inuit)","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834714","1.32.3.3.2","3.1","","","","1"
"2024","Canada","2021A000011124","Skipped doses of prescription medication","Inuk (Inuit)","Women+","High 95% confidence interval","Percent","239","units","0","v1663834715","1.32.3.3.3","12.4","","","","1"
"2024","Canada","2021A000011124","Reduced the dosage of prescription medication","First Nations","Total, gender","Percentage","Percent","239","units","0","v1663834716","1.33.1.1.1","6.9","","","","1"
"2024","Canada","2021A000011124","Reduced the dosage of prescription medication","First Nations","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834717","1.33.1.1.2","4.6","","","","1"
